Name,starRating,Komment,reviews.createTime,review_clean,sentiment,rating_num,YearMonth,text_len,word_count
Daniel Egger,ONE,"Nach Vertragsende würde von mir ein neuer Tarif angemeldet, dafür habe ich eine Bestätigung des Tarifes per E-Mail gekommen. 3 Tage nachdem der alte Tarif ausgelaufen ist wurde mir der Strom abgedreht kurz vorm Wochenende. Dauerte dann über eine 1 Woche bis ich wieder Strom hatte. Extrem super teuer schaden an Gefriergut !!!

(Translated by Google)
After the end of the contract, I would register for a new tariff, and I received a confirmation of the tariff by email. 3 days after the old tariff expired, my electricity was turned off just before the weekend. It then took over a week until I had power again. Extremely super expensive damage to frozen food!!!",2023-07-27 09:25:32.253,"nach vertragsende wrde von mir ein neuer tarif angemeldet dafr habe ich eine besttigung des tarifes per email gekommen 3 tage nachdem der alte tarif ausgelaufen ist wurde mir der strom abgedreht kurz vorm wochenende dauerte dann ber eine 1 woche bis ich wieder strom hatte extrem super teuer schaden an gefriergut 

translated by google
after the end of the contract i would register for a new tariff and i received a confirmation of the tariff by email 3 days after the old tariff expired my electricity was turned off just before the weekend it then took over a week until i had power again extremely super expensive damage to frozen food",neg,1,2023-07,640,112
Andreas Lehofer,FOUR,"Gutes Angebot auch das Kundenportal ist sehr gut gemacht. Die Erfahrung mit dem Kundenservice war anfangs schwierig, aber nach erfolgreicher Eskalation bin ich ingesamt zufrieden.

(Translated by Google)
Good offer and the customer portal is also very well done. The customer service experience was difficult at first, but after a successful escalation, I am satisfied overall.",2023-07-26 13:48:28.687,"gutes angebot auch das kundenportal ist sehr gut gemacht die erfahrung mit dem kundenservice war anfangs schwierig aber nach erfolgreicher eskalation bin ich ingesamt zufrieden

translated by google
good offer and the customer portal is also very well done the customer service experience was difficult at first but after a successful escalation i am satisfied overall",pos,4,2023-07,368,56
helmuth habisohn,FIVE,"Wechsel war problemlos

(Translated by Google)
Change was problem-free",2023-07-26 06:25:59.217,"wechsel war problemlos

translated by google
change was problemfree",pos,5,2023-07,67,9
Ernst Moispointner,FIVE,"Maxenergie ist unser neuer Gasprovider. Der Wechsel vom alten Anbieter hat gut geklappt. Maxenergie war die Empfehlung vom Vergleich der e-control und auch von Geizhals. Einzig die 2 Rechnung von Netzkosten und Verbrauch sind nachteilig. Doch wir sind froh, nicht mehr die völlig intransparenten Preise des Landesversorgers berappen zu müssen.

(Translated by Google)
Maxenergie is our new gas provider. Switching from the old provider worked well. Maxenergie was the recommendation from the comparison of the e-control and also from Geizhals. Only the two calculations of network costs and consumption are disadvantageous. But we are happy that we no longer have to pay the completely non-transparent prices of the state supplier.",2023-07-22 11:24:51.183,"maxenergie ist unser neuer gasprovider der wechsel vom alten anbieter hat gut geklappt maxenergie war die empfehlung vom vergleich der econtrol und auch von geizhals einzig die 2 rechnung von netzkosten und verbrauch sind nachteilig doch wir sind froh nicht mehr die vllig intransparenten preise des landesversorgers berappen zu mssen

translated by google
maxenergie is our new gas provider switching from the old provider worked well maxenergie was the recommendation from the comparison of the econtrol and also from geizhals only the two calculations of network costs and consumption are disadvantageous but we are happy that we no longer have to pay the completely nontransparent prices of the state supplier",pos,5,2023-07,713,110
Alois Kindlinger,FIVE,"Ich kann nur das Beste von Maxenergy berichten, und würde es wieder so machen!

(Translated by Google)
I can only say the best about Maxenergy and would do it again!",2023-07-21 06:33:05.500,"ich kann nur das beste von maxenergy berichten und wrde es wieder so machen

translated by google
i can only say the best about maxenergy and would do it again",pos,5,2023-07,159,30
Doris Spindelberger,FIVE,"Unkompliziert über Durchblicker zu Maxenergy gewechselt. Super Support! Und auch schnell erreichbar.

(Translated by Google)
Easily switched to Maxenergy via Durchblicker. Great support! And also quickly accessible.",2023-07-21 06:11:02.933,"unkompliziert ber durchblicker zu maxenergy gewechselt super support und auch schnell erreichbar

translated by google
easily switched to maxenergy via durchblicker great support and also quickly accessible",pos,5,2023-07,206,27
Nikolaus Schwingshandl,FIVE,"Ich habe auf Durchblicker gewechselt. Hat alles ganz automatisch geklappt.

(Translated by Google)
I switched to perspective. Everything worked completely automatically.",2023-07-21 04:35:35.337,"ich habe auf durchblicker gewechselt hat alles ganz automatisch geklappt

translated by google
i switched to perspective everything worked completely automatically",pos,5,2023-07,163,21
franz lupinsek,FIVE,"soweit zufrieden, würde es wider machen

(Translated by Google)
satisfied so far, would do it again",2023-07-20 16:05:33.390,"soweit zufrieden wrde es wider machen

translated by google
satisfied so far would do it again",pos,5,2023-07,94,16
Tamara Fischer,ONE,"Habe vom Unternehmen versprochen bekommen (per mail) das sie mir beim Umzug helfen und die Arbeit des Wechsels übernehmen.
Ende vom Lied, man wollte mir das Gas abdrehen, weil ich keinen Versorger gemeldet hab.
Danke für das leere Versprechen.
Bildet eure Mitarbeiter mal anständig aus das ist eine Schande!

(Translated by Google)
I was promised by the company (by email) that they would help me move and take over the work of the change.
End of song, they wanted to turn off my gas because I didn't report a supplier.
Thanks for the empty promise.
Train your employees properly, it's a shame!",2023-07-20 10:26:36.483,"habe vom unternehmen versprochen bekommen per mail das sie mir beim umzug helfen und die arbeit des wechsels bernehmen
ende vom lied man wollte mir das gas abdrehen weil ich keinen versorger gemeldet hab
danke fr das leere versprechen
bildet eure mitarbeiter mal anstndig aus das ist eine schande

translated by google
i was promised by the company by email that they would help me move and take over the work of the change
end of song they wanted to turn off my gas because i didnt report a supplier
thanks for the empty promise
train your employees properly its a shame",neg,1,2023-07,571,102
Hermann,FIVE,"Tolles Angebot. Wechsel in 5 Min. erledigt. Top.

(Translated by Google)
Great offer. Change completed in 5 minutes. Top.",2023-07-20 04:50:15.777,"tolles angebot wechsel in 5 min erledigt top

translated by google
great offer change completed in 5 minutes top",pos,5,2023-07,112,19
Josef Frenzl,FIVE,"unkomplizierter Wechsel

(Translated by Google)
uncomplicated change",2023-07-19 14:51:50.857,"unkomplizierter wechsel

translated by google
uncomplicated change",pos,5,2023-07,66,7
damian ka,ONE,"ACHTUNG VOR DIESEM „GASANBIETER“!!!

Kann nur jedem von einem Vertragsabschluss mit Max Energy abraten.

Hab Anfang 2023 gezwungenermaßen einen Gasvertrag bei denen abgeschlossen, diesen fristgerecht widerrufen und anschließend einen neuen, zu besseren Konditionen, abgeschlossen.
Seit Monaten mit etlichen Kundendienstmitarbeitern telefoniert und X E-Mails geschrieben, da mir, seit Vertragsbeginn, die falschen, höheren Beträge vom Konto abgebucht werden.   Jetzt laufe ich denen seit einem halben Jahr nach und es geht NICHTS weiter. Auf die letzte E-Mail vom 15.06.2023, wonach mein „Anliegen“ an die Fachabteilung weitergeleitet worden wäre, gab es keinerlei Rückmeldung mehr. Es werden nach wie vor die falschen Beträge abgebucht. Im Abbuchen sind sie also schon mal Weltklasse, in Sachen Kundenbetreuung letztklassig.

Lasst die Finder von dem scheinbar „günstigen“ Anbieter.

Damian Kern

(Translated by Google)
BEWARE OF THIS “GAS PROVIDER”!!!

I can only advise everyone against signing a contract with Max Energy.

I was forced to sign a gas contract with them at the beginning of 2023, canceled it on time and then signed a new one with better conditions.
I've been on the phone with a number of customer service representatives and written X emails for months because the wrong, higher amounts have been debited from my account since the start of the contract.   I've been following them for half a year now and nothing is happening. There was no further response to the last email from June 15, 2023, according to which my “concern” had been forwarded to the specialist department. The wrong amounts are still being debited. They are world class when it comes to debiting, but last class when it comes to customer service.

Leave the finders to the seemingly “cheap” provider.

Damian Kern",2023-07-19 10:24:17.600,"achtung vor diesem gasanbieter

kann nur jedem von einem vertragsabschluss mit max energy abraten

hab anfang 2023 gezwungenermaen einen gasvertrag bei denen abgeschlossen diesen fristgerecht widerrufen und anschlieend einen neuen zu besseren konditionen abgeschlossen
seit monaten mit etlichen kundendienstmitarbeitern telefoniert und x emails geschrieben da mir seit vertragsbeginn die falschen hheren betrge vom konto abgebucht werden   jetzt laufe ich denen seit einem halben jahr nach und es geht nichts weiter auf die letzte email vom 15062023 wonach mein anliegen an die fachabteilung weitergeleitet worden wre gab es keinerlei rckmeldung mehr es werden nach wie vor die falschen betrge abgebucht im abbuchen sind sie also schon mal weltklasse in sachen kundenbetreuung letztklassig

lasst die finder von dem scheinbar gnstigen anbieter

damian kern

translated by google
beware of this gas provider

i can only advise everyone against signing a contract with max energy

i was forced to sign a gas contract with them at the beginning of 2023 canceled it on time and then signed a new one with better conditions
ive been on the phone with a number of customer service representatives and written x emails for months because the wrong higher amounts have been debited from my account since the start of the contract   ive been following them for half a year now and nothing is happening there was no further response to the last email from june 15 2023 according to which my concern had been forwarded to the specialist department the wrong amounts are still being debited they are world class when it comes to debiting but last class when it comes to customer service

leave the finders to the seemingly cheap provider

damian kern",neg,1,2023-07,1738,277
Gerhard,FIVE,"Bin sehr zufrieden !!! Alles Perfekt!!!

(Translated by Google)
I am very satisfied!!! Everything perfect!!!",2023-07-19 08:44:16.973,"bin sehr zufrieden  alles perfekt

translated by google
i am very satisfied everything perfect",pos,5,2023-07,94,14
Schreckschraube,FIVE,"Hat sich auch bei Preissteigerungen bei meinem Freund sehr fair verhalten - und deshalb bin ich - sehr unkompliziert - ebenfalls dorthin gewechselt. Mit zwei Haushalten sparen wir jetzt jährlich beinahe 1000.-€ gegenüber EVN, wo wir 20 Jahre Kunden waren...

(Translated by Google)
Even when my friend's price increased, he behaved very fairly - and that's why I also switched there - very easily. With two households we now save almost €1000 a year compared to EVN, where we were customers for 20 years...",2023-07-19 08:27:04.310,"hat sich auch bei preissteigerungen bei meinem freund sehr fair verhalten  und deshalb bin ich  sehr unkompliziert  ebenfalls dorthin gewechselt mit zwei haushalten sparen wir jetzt jhrlich beinahe 1000 gegenber evn wo wir 20 jahre kunden waren

translated by google
even when my friends price increased he behaved very fairly  and thats why i also switched there  very easily with two households we now save almost 1000 a year compared to evn where we were customers for 20 years",pos,5,2023-07,480,79
Karolina Schiller,ONE,"Maxenergie hat mir im Vorjahr den Stromliefervertrag gekündigt.  Hab damals um die 70€ bezahlt.
Bei einem neuen Vertrag hätte ich um die 360€ bezahlen sollen.
Bin froh über die Kündigung denn bei der Energie AG zahle ich incl Zählergebühr jetzt € 70.00
Nie wieder
Gäbe es Minuspunkte würde ich die vergeben

(Translated by Google)
Maxenergie terminated my electricity supply contract last year.  I paid around €70 back then.
For a new contract I should have paid around €360.
I'm happy about the cancellation because with Energie AG I now pay €70.00 including the meter fee
Never again
If there were negative points I would give them",2023-07-18 20:56:07.433,"maxenergie hat mir im vorjahr den stromliefervertrag gekndigt  hab damals um die 70 bezahlt
bei einem neuen vertrag htte ich um die 360 bezahlen sollen
bin froh ber die kndigung denn bei der energie ag zahle ich incl zhlergebhr jetzt  7000
nie wieder
gbe es minuspunkte wrde ich die vergeben

translated by google
maxenergie terminated my electricity supply contract last year  i paid around 70 back then
for a new contract i should have paid around 360
im happy about the cancellation because with energie ag i now pay 7000 including the meter fee
never again
if there were negative points i would give them",neg,1,2023-07,608,105
